Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI,Bottom
14087,0.5944968,4.272915,2.35E-02,3.455537,8.60E-02,0.02354982
14089,0.6039603,4.10856,2.35E-02,3.429132,7.87E-02,0.02345234
14091,0.6138573,3.926666,2.37E-02,3.43689,7.54E-02,0.02365707
14093,0.6507264,3.74784,2.38E-02,3.457276,7.20E-02,0.02384225
14095,0.6628516,3.730103,2.40E-02,3.450143,6.87E-02,0.02403024
14097,0.674673,3.656995,2.41E-02,3.238983,6.83E-02,0.02409399
14099,0.6902972,3.711306,2.42E-02,3.175229,6.75E-02,0.02419083
14101,0.7097244,3.770943,2.42E-02,3.171213,6.68E-02,0.02416502
14103,0.7286238,3.994683,2.16E-02,3.167294,6.61E-02,0.02158638
14105,0.7404936,4.186239,1.87E-02,3.14712,6.62E-02,0.01874933
14107,0.7457932,4.124573,1.87E-02,3.138277,6.50E-02,0.01868623
14109,0.7510852,4.044922,1.86E-02,3.11811,6.46E-02,0.01864372
14111,0.7563311,4.026042,1.86E-02,3.082623,6.45E-02,0.01861716
14113,0.7615443,4.009943,1.86E-02,3.047261,6.44E-02,0.01859059
14115,0.7770129,4.014158,2.03E-02,2.988723,6.82E-02,0.02030249
14117,0.7881985,4.030879,2.18E-02,2.983412,6.99E-02,0.02175344
14119,0.7947822,4.039259,2.29E-02,2.977144,6.88E-02,0.02288111
14121,0.8013659,4.04764,2.40E-02,3.0221,6.77E-02,0.02400904
14123,0.8060619,4.06381,2.41E-02,3.024945,0.0842912,0.02410033
14125,0.8091398,4.077217,2.41E-02,3.026895,7.76E-02,0.02411561
14127,0.8121758,4.022651,2.41E-02,3.061768,6.97E-02,0.02410544
14129,0.8151406,3.977743,2.41E-02,3.216193,6.86E-02,0.02412927
14131,0.8182302,3.935395,2.41E-02,3.22124,6.74E-02,0.02413759
14133,0.8209615,3.894586,2.41E-02,3.223766,8.02E-02,0.02414591
14135,0.8231571,3.83414,2.41E-02,3.241432,7.96E-02,0.02414668
14137,0.8253819,3.840453,0.0241399,3.235008,7.88E-02,0.0241399
14139,0.8282311,3.844719,0.0241243,3.222051,7.93E-02,0.0241243
14141,0.8342589,3.8493,0.0241087,3.2091,8.23E-02,0.0241087
14143,0.843446,3.855595,2.41E-02,3.20015,8.61E-02,0.02410513
14145,0.8515354,3.86432,2.41E-02,3.196069,9.00E-02,0.02411358
14147,0.8590116,3.872783,2.41E-02,3.191609,9.44E-02,0.02411849
14149,0.8659832,3.881086,2.41E-02,3.186774,9.94E-02,0.02411986
14151,0.8722611,3.882915,2.41E-02,3.181976,0.117735,0.02412123
14153,0.8845317,3.886061,0.0241226,3.207314,0.1259597,0.0241226
14155,0.8925196,3.890683,2.41E-02,3.241916,0.1258291,0.02412398
14157,0.8945125,3.903278,2.41E-02,3.250659,0.1322484,0.02412535
14159,0.8951545,3.915872,2.41E-02,3.259402,0.1315742,0.02412672
14161,0.8961943,3.928524,2.41E-02,3.268102,0.1309047,0.02412809
14163,0.896655,3.941947,2.41E-02,3.276879,0.1302399,0.02412947
14165,0.8971156,3.96036,2.41E-02,3.285655,0.1295751,0.02413084
14167,0.8977258,3.978067,2.41E-02,3.330764,0.1289103,0.02413221
14169,0.8984853,3.996624,2.41E-02,3.392307,0.1282455,0.02413358
14171,0.9006154,4.025132,2.41E-02,3.52701,0.1275807,0.02414048
14173,0.9041162,4.045705,2.41E-02,3.546177,0.1264326,0.02414527
14175,0.9115424,4.10205,2.41E-02,3.543843,0.1247666,0.02414246
14177,0.9147282,4.202471,2.41E-02,3.539685,0.1230718,0.02414737
14179,0.9167119,4.236019,2.42E-02,3.532658,0.1213825,0.02415946
14181,0.9183099,4.234972,2.42E-02,3.522153,0.119634,0.02415117
14183,0.9196975,4.235868,2.41E-02,3.592609,0.1178368,0.02414287
14185,0.9194383,4.243625,2.45E-02,3.640623,0.1183157,0.02453873
14187,0.9164112,4.263795,2.45E-02,3.663337,0.1110874,0.02450044
14189,0.9123561,4.269825,2.45E-02,3.651637,0.1071835,0.02446215
14191,0.9097803,4.270476,2.44E-02,3.636971,0.1032796,0.02442387
14193,0.9085242,4.264829,2.44E-02,3.643265,9.94E-02,0.02438558
14195,0.9072681,4.259181,2.43E-02,3.680152,9.55E-02,0.02434729
14197,0.906012,4.200011,2.43E-02,3.655024,9.07E-02,0.02430837
14199,0.9054289,4.110447,0.0242688,3.637214,8.50E-02,0.0242688
14201,0.8897504,4.102327,2.42E-02,3.640823,8.68E-02,0.02422924
14203,0.8842466,4.109949,2.42E-02,3.645911,8.54E-02,0.02418967
14205,0.8787428,4.204393,2.42E-02,3.65052,0.0842433,0.02415011
14207,0.8741056,4.300423,2.42E-02,3.654361,8.40E-02,0.02419315
14209,0.8694301,4.393837,2.43E-02,3.653362,8.42E-02,0.02431881
14211,0.8647544,4.473675,2.44E-02,3.630632,8.43E-02,0.02444446
14213,0.8507647,4.203018,2.44E-02,3.583156,8.24E-02,0.02443597
14215,0.8305128,4.130456,0.0243618,3.606922,8.24E-02,0.0243618
14217,0.8133129,4.126371,2.43E-02,3.549172,8.25E-02,0.02429857
14219,0.8076168,4.130264,2.51E-02,3.591415,8.14E-02,0.02505461
14221,0.8010616,4.139472,3.27E-02,3.630439,0.0804236,0.03272682
14223,0.7935495,4.156512,3.86E-02,3.648503,8.40E-02,0.03859523
14225,0.7860427,4.169384,4.45E-02,3.663985,8.57E-02,0.04446364
14227,0.772174,4.155876,0.047118,3.667783,8.50E-02,0.047118
14229,0.7519384,4.227722,4.43E-02,3.730052,8.40E-02,0.04426802
14231,0.7311834,4.354575,4.14E-02,3.695624,8.43E-02,0.04141803
14233,0.716974,4.340225,3.88E-02,3.687768,8.45E-02,0.03876262
14235,0.7096761,4.310115,3.63E-02,3.67264,8.42E-02,0.03630177
14237,0.7025821,4.280912,3.38E-02,3.710388,0.0870615,0.03384093
14239,0.6953074,4.251604,3.14E-02,3.695872,8.64E-02,0.03138009
14241,0.6882538,4.212267,2.89E-02,3.684631,8.77E-02,0.02891925
14243,0.6710244,4.192359,2.82E-02,3.69151,9.22E-02,0.02823523
14245,0.653795,4.170367,0.0275512,3.700375,8.96E-02,0.0275512
14247,0.6468009,4.14688,2.69E-02,3.62622,9.06E-02,0.02686718
14249,0.6398068,4.123394,2.62E-02,3.644261,9.16E-02,0.02618316
14251,0.6338095,4.103669,2.55E-02,3.675043,9.26E-02,0.02554122
14253,0.6289684,4.092185,2.49E-02,3.689052,9.36E-02,0.02494137
14255,0.6241272,4.0807,2.43E-02,3.704756,9.46E-02,0.02434152
14257,0.6195256,4.06975,2.37E-02,3.73856,9.56E-02,0.02374167
14259,0.6141933,4.015372,2.31E-02,3.721598,9.88E-02,0.02314182
14261,0.6088609,4.018985,2.26E-02,3.758549,0.1010615,0.02257486
14263,0.6035284,4.036299,0.0220079,3.774359,0.1018775,0.0220079
14265,0.5983014,4.052424,2.14E-02,3.800932,0.1043822,0.02144094
14267,0.5930046,4.097224,2.09E-02,3.805733,0.1037587,0.02090573
14269,0.5850709,4.088189,2.04E-02,3.801858,0.1031129,0.02040228
14271,0.5745699,4.079254,1.99E-02,3.800875,0.1024671,0.01989884
14273,0.5639977,4.075077,1.94E-02,3.812085,0.1071158,0.01939293
14275,0.5532765,4.080139,1.91E-02,3.818069,0.1073546,0.01911406
14277,0.5424775,4.086778,2.11E-02,3.822165,0.1034003,0.02106435
14279,0.5316571,4.124559,2.30E-02,3.831226,0.1084207,0.02303917
14281,0.5097381,4.241947,2.50E-02,3.860377,0.1080779,0.02503852
14283,0.4603946,4.300323,2.67E-02,3.911873,9.05E-02,0.02669605
14285,0.4387632,4.318078,2.80E-02,3.891833,8.63E-02,0.02801286
14287,0.4226882,4.311868,2.85E-02,3.910895,8.52E-02,0.02854734
14289,0.4126342,4.48928,2.75E-02,3.985033,8.55E-02,0.02749674
14291,0.4022374,4.687434,2.64E-02,4.02638,8.57E-02,0.02644614
14293,0.3655462,4.743005,2.54E-02,4.064612,8.87E-02,0.02539554
14295,0.3535988,4.809647,2.43E-02,4.124199,8.62E-02,0.02434494
14297,0.3416515,5.075123,2.33E-02,4.165815,8.64E-02,0.02329434
14299,0.3258994,5.060079,2.22E-02,4.175786,0.0861806,0.02224374
14301,0.3064055,5.044876,2.12E-02,4.174574,0.1113876,0.02119314
14303,0.2874375,5.039622,2.01E-02,4.135496,0.1124196,0.02014254
14305,0.2750477,5.034331,1.91E-02,4.102415,0.1121664,0.01909194
14307,0.2692164,5.026994,1.80E-02,4.075331,0.1124755,0.01804134
14309,0.2633812,5.025158,1.70E-02,4.048248,0.1127847,0.01699075
14311,0.2575462,5.033932,1.59E-02,4.015543,0.1156327,0.01594015
14313,0.2518207,5.043015,1.49E-02,4.012251,0.1172113,0.01488955
14315,0.2357128,5.052313,1.45E-02,3.956187,0.1163021,0.01452145
14317,0.2241248,5.08001,1.42E-02,3.950201,0.1370801,0.01415336
14319,0.2171387,5.105477,1.38E-02,3.945533,0.1587756,0.01378526
14321,0.2101526,5.130713,1.34E-02,3.940865,0.1490933,0.01341717
14323,0.204773,5.152721,1.30E-02,3.912738,0.1349863,0.01304908
14325,0.2009364,5.166395,1.27E-02,3.861152,0.12008,0.01268098
14327,0.1970663,5.168525,1.23E-02,3.877941,0.118558,0.01231289
14329,0.1931962,5.060987,1.19E-02,3.890497,0.1196252,0.01194479
14331,0.189484,4.957295,0.0115767,3.915448,0.1203311,0.0115767
14333,0.1864127,4.828513,1.12E-02,3.804603,0.1036211,0.01120861
14335,0.1832531,4.669539,1.08E-02,3.758996,9.58E-02,0.01082479
14337,0.179982,4.688758,1.04E-02,3.734796,9.50E-02,0.01044097
14339,0.1766002,4.703961,1.01E-02,3.75829,0.0942755,0.01005715
14341,0.1701214,4.718222,9.67E-03,3.741224,9.33E-02,0.009673333
14343,0.1605546,4.737227,9.29E-03,3.724146,9.25E-02,0.009289514
14345,0.1519849,4.754632,8.91E-03,3.810713,0.092038,0.008905697
14347,0.1440283,4.738631,8.52E-03,3.822097,8.96E-02,0.008521878
14349,0.1366849,4.696077,8.14E-03,3.83358,0.0870747,0.00813806
14351,0.1301437,4.652153,7.75E-03,3.845064,8.28E-02,0.007754242
14353,0.1180211,4.710478,7.40E-03,3.883228,8.00E-02,0.00739886
14355,0.1105925,4.788949,7.07E-03,4.044797,7.86E-02,0.007071915
14357,0.109327,4.900453,6.74E-03,4.166593,8.13E-02,0.00674497
14359,0.1081006,4.940674,6.39E-03,4.261487,8.19E-02,0.006389589
14361,0.1069533,4.966584,6.01E-03,4.273932,8.16E-02,0.006005771
14363,0.1080106,5.008867,6.81E-03,4.275011,0.0842315,0.006807822
14365,0.1076795,5.129223,7.07E-03,4.279924,8.77E-02,0.007068511
14367,0.1073483,5.231454,7.33E-03,4.379298,9.04E-02,0.007329199
14369,0.1066868,5.491568,7.59E-03,4.513473,9.13E-02,0.007589888
14371,0.1045052,5.429988,7.85E-03,4.583716,9.17E-02,0.007850577
14373,0.1007464,5.466237,8.11E-03,4.588055,0.0904817,0.008111265
14375,9.31E-02,5.507519,8.37E-03,4.566581,0.0879787,0.008371955
14377,8.94E-02,5.543893,8.63E-03,4.576823,9.04E-02,0.008632643
14379,8.68E-02,5.525536,8.89E-03,4.5698,9.01E-02,0.008893332
14381,8.46E-02,5.517986,9.15E-03,4.530875,8.99E-02,0.009154021
14383,8.26E-02,5.511863,9.41E-03,4.48421,0.0870631,0.009414709
14385,0.0809497,5.509656,9.68E-03,4.440416,8.67E-02,0.009675398
14387,8.07E-02,5.489321,9.94E-03,4.410559,7.91E-02,0.009936087
14389,8.05E-02,5.488584,1.02E-02,4.3753,8.14E-02,0.01019678
14391,8.04E-02,5.493492,1.05E-02,4.355988,8.38E-02,0.01045746
14393,8.05E-02,5.497625,1.07E-02,4.364722,8.61E-02,0.01071815
14395,8.06E-02,5.553668,1.10E-02,4.379254,8.84E-02,0.01097884
14397,0.080696,5.770889,1.12E-02,4.404379,9.08E-02,0.01123953
14399,8.08E-02,6.04348,0.0114796,4.454981,9.31E-02,0.0114796
14401,8.19E-02,6.36483,1.17E-02,4.550148,9.22E-02,0.01168813
14403,8.30E-02,6.39902,1.19E-02,4.548664,9.55E-02,0.01188576
14405,8.40E-02,6.436115,1.21E-02,4.61848,9.51E-02,0.01208339
14407,8.58E-02,6.441512,1.23E-02,4.671251,9.37E-02,0.01228102
14409,8.72E-02,6.42422,1.25E-02,4.671077,9.23E-02,0.01247865
14411,8.84E-02,6.404146,1.27E-02,4.674975,9.09E-02,0.01267628
14413,8.94E-02,6.313593,1.29E-02,4.637722,8.95E-02,0.01287391
14415,9.05E-02,6.269821,1.31E-02,4.654909,8.81E-02,0.01307154
14417,9.16E-02,6.221007,1.33E-02,4.706973,8.66E-02,0.01326916
14419,9.33E-02,6.203201,1.35E-02,4.729898,0.0833448,0.01346679
14421,9.65E-02,6.184906,1.37E-02,4.728243,7.95E-02,0.01366442
14423,9.96E-02,6.137651,1.39E-02,4.774135,7.95E-02,0.01386205
14425,0.1014412,6.113647,1.41E-02,4.70708,7.95E-02,0.01405968
14427,0.1030053,6.129909,1.43E-02,4.711324,7.94E-02,0.01425731
14429,0.1043305,6.142856,1.45E-02,4.710632,7.94E-02,0.01445494
14431,0.1056743,6.155455,1.47E-02,4.710852,7.94E-02,0.01465257
14433,0.1070367,6.167794,0.0148502,4.711981,7.94E-02,0.0148502
14435,0.108087,6.163623,1.50E-02,4.70757,7.93E-02,0.01504782
14437,0.111264,6.094685,1.52E-02,4.721507,7.93E-02,0.01524545
14439,0.1136642,6.132418,1.54E-02,4.716128,7.96E-02,0.01544308
14441,0.1156677,6.18015,1.56E-02,4.675737,8.00E-02,0.01564071
14443,0.1183945,6.225264,1.58E-02,4.688163,8.04E-02,0.01583834
14445,0.1207109,6.26491,1.62E-02,4.700624,0.0802476,0.01619198
14447,0.1226167,6.300943,1.75E-02,4.713156,7.90E-02,0.01749506
14449,0.1250769,6.421868,1.86E-02,4.725683,0.0795317,0.01856907
14451,0.1274934,6.462708,1.97E-02,4.741982,8.01E-02,0.01968827
14453,0.1297067,6.4755,2.09E-02,4.76123,8.07E-02,0.02085267
14455,0.1319201,6.488292,2.07E-02,4.77967,8.13E-02,0.02067716
14457,0.1339295,6.494458,2.02E-02,4.794657,0.0818579,0.02016357
14459,0.1362174,6.501937,2.01E-02,4.799908,8.20E-02,0.02014682
14461,0.1392452,6.497348,2.01E-02,4.80536,8.20E-02,0.02013006
14463,0.1420829,6.483739,2.01E-02,4.810819,8.37E-02,0.02011331
14465,0.1442754,6.437443,2.01E-02,4.896012,8.44E-02,0.02009655
14467,0.1494824,6.394652,2.03E-02,4.925506,8.43E-02,0.02030634
14469,0.1541418,6.411119,2.07E-02,5.031013,8.35E-02,0.02067021
14471,0.1585742,6.427585,2.10E-02,5.049811,9.24E-02,0.02103408
14473,0.1643635,6.441758,2.30E-02,5.056572,9.22E-02,0.02296948
14475,0.171825,6.444888,2.29E-02,5.088171,9.27E-02,0.02286575
14477,0.1829671,6.449021,2.28E-02,5.092904,9.49E-02,0.02276203
14479,0.1939078,6.453154,0.0225755,5.093171,9.73E-02,0.0225755
14481,0.2048136,6.457286,2.23E-02,5.088972,9.49E-02,0.02230617
14483,0.2156574,6.463259,2.10E-02,5.087736,0.1014409,0.02098863
14485,0.2211177,6.463777,2.00E-02,5.086869,0.1084092,0.02002296
14487,0.226578,6.464312,1.94E-02,4.961721,0.1162624,0.01941384
14489,0.2315737,6.450548,1.88E-02,4.935881,0.1244758,0.01880471
14491,0.2413895,6.426166,0.0184786,4.937776,0.1240925,0.0184786
14493,0.2513484,6.404478,1.84E-02,4.941422,0.1286502,0.01843549
14495,0.2613073,6.290538,1.82E-02,4.8899,0.1355584,0.01824422
14497,0.2712663,6.126538,1.81E-02,4.726559,0.1424667,0.01805296
14499,0.281227,6.056569,0.0178617,4.654711,0.1493749,0.0178617
14501,0.2912896,6.065915,1.77E-02,4.645858,0.1527371,0.01767362
14503,0.301403,6.075649,1.75E-02,4.67749,0.1537388,0.01748554
14505,0.3251815,6.076091,1.73E-02,4.698982,0.1538302,0.01729746
14507,0.3625958,5.990196,1.71E-02,4.784397,0.1498686,0.01710939
14509,0.400014,5.927943,1.69E-02,4.791839,0.148839,0.01692131
14511,0.4421861,5.92222,1.67E-02,4.785993,0.147889,0.01674462
14513,0.4841698,5.909637,1.61E-02,4.727597,0.1478909,0.01611696
14515,0.5261686,5.899748,1.50E-02,4.610702,0.148687,0.01503833
14517,0.5707823,5.888998,1.49E-02,4.59705,0.1506545,0.01486444
14519,0.615396,5.878335,7.25E-03,4.597451,0.1440274,0.007249146
14521,0.6600097,5.856027,7.26E-03,4.661243,0.1430586,0.007260527
14523,0.7045934,5.823298,7.33E-03,4.617106,0.1421865,0.007332019
14525,0.803054,5.821233,7.48E-03,4.625148,0.1413728,0.007479919
14527,0.8378065,5.818573,7.64E-03,4.649452,0.1405207,0.007644113
14529,0.9094587,5.815766,7.77E-03,4.650485,0.1407624,0.007765691
14531,0.980953,5.808831,7.89E-03,4.651506,0.1439994,0.007887268
14533,1.052289,5.777736,8.01E-03,4.652516,0.1472363,0.008008846
14535,1.143193,5.674726,8.14E-03,4.656727,0.1522199,0.00814499
14537,1.233022,5.64104,8.33E-03,4.661489,0.1430931,0.008330694
14539,1.321775,5.624232,8.57E-03,4.666802,0.1367511,0.00856596
14541,1.3658,5.559738,9.92E-03,4.68893,0.129909,0.009920117
14543,1.409653,5.537603,1.22E-02,4.617746,0.1226748,0.01220783
14545,1.453587,5.553776,1.23E-02,4.550885,0.108744,0.01232792
14547,1.497521,5.674559,1.22E-02,4.550368,0.1083777,0.01218239
14549,1.551931,5.850455,1.20E-02,4.647223,0.1032206,0.01203685
14551,1.616815,5.912267,1.19E-02,4.680717,0.1035535,0.01189131
14553,1.633811,5.829452,1.17E-02,4.697004,0.1039789,0.01173747
14555,1.650396,5.668447,1.04E-02,4.681968,0.1044043,0.01041658
14557,1.666813,5.403875,8.93E-03,4.409947,0.1043767,0.008929479
14559,1.68319,5.212266,8.51E-03,4.209146,0.102908,0.008510622
14561,1.699489,5.137772,8.09E-03,4.101148,0.1056804,0.008091765
14563,1.71456,4.931653,7.27E-03,4.063755,0.1061058,0.007268653
14565,1.731019,4.842593,6.34E-03,3.932402,0.1065312,0.006339638
14567,1.747479,4.758389,5.64E-03,3.863524,0.1069566,0.005636552
14569,1.764269,4.639998,4.72E-03,3.822566,0.107382,0.004715732
14571,1.781208,4.584774,4.54E-03,3.817676,0.1078074,0.004542189
14573,1.814126,4.625896,4.90E-03,3.804495,0.1082328,0.00489635
14575,1.838528,4.552543,5.22E-03,3.787146,0.1086581,0.005220154
14577,1.862931,4.45424,0.0056699,3.758148,0.1072421,0.0056699
14579,1.887201,4.409576,6.12E-03,3.722188,0.1075257,0.006119646
14581,1.909212,4.412322,6.57E-03,3.761409,0.1073628,0.006571787
14583,1.928988,4.432893,1.21E-02,3.734256,0.1065816,0.01205945
14585,1.948538,4.486662,2.73E-02,3.708346,0.104314,0.02733577
14587,1.967879,4.547551,2.85E-02,3.682324,0.1004349,0.02852374
14589,1.987157,4.57814,2.98E-02,3.669502,0.1042377,0.02980803
14591,2.017545,4.601968,2.87E-02,3.646507,0.1034565,0.02867289
14593,2.059137,4.641274,2.68E-02,3.637651,0.1026752,0.02682507
14595,2.100703,4.653994,2.50E-02,3.622503,0.1055671,0.02497725
14597,2.122523,4.673706,2.31E-02,3.610406,0.1011359,0.02313029
14599,2.123929,4.682512,2.13E-02,3.572542,0.1105515,0.02128419
14601,2.124747,4.686077,1.94E-02,3.626461,0.1109451,0.01943809
14603,2.126041,4.68703,1.76E-02,3.623899,0.1026377,0.01759199
14605,2.127326,4.613053,0.0156541,3.541879,0.10191,0.0156541
14607,2.127997,4.566244,1.39E-02,3.559895,0.1011804,0.01389728
14609,2.128988,4.585876,1.43E-02,3.478912,9.85E-02,0.01430401
14611,2.130212,4.741363,1.49E-02,3.49994,9.18E-02,0.01486055
14613,2.13167,4.841182,1.92E-02,3.461691,8.92E-02,0.01920584
14615,2.133129,4.86244,2.14E-02,3.334881,8.98E-02,0.02142034
14617,2.134587,4.883697,2.36E-02,3.377702,9.10E-02,0.02363485
14619,2.135466,4.540529,1.75E-02,3.351555,9.71E-02,0.01749399
14621,2.134846,4.435604,1.83E-02,3.289533,9.83E-02,0.01829148
14623,2.134473,4.394024,1.91E-02,3.279512,9.94E-02,0.01910788
14625,2.135403,4.372108,0.0194472,3.27158,9.83E-02,0.0194472
14627,2.136566,4.37433,1.98E-02,3.26871,9.68E-02,0.01979852
14629,2.137962,4.400689,2.02E-02,3.288547,9.55E-02,0.02016183
14631,2.139359,4.392104,2.05E-02,3.30978,9.49E-02,0.02052513
14633,2.140755,4.384399,2.10E-02,3.325476,9.43E-02,0.02095409
14635,2.142116,4.362139,0.0214487,3.290996,9.37E-02,0.0214487
14637,2.141183,4.348744,2.19E-02,3.234656,8.98E-02,0.02193786
14639,2.141208,4.338106,2.24E-02,3.227241,8.84E-02,0.02242325
14641,2.141409,4.332961,2.29E-02,3.211015,8.68E-02,0.02291032
14643,2.14151,4.331594,2.34E-02,3.204219,8.54E-02,0.02340848
14645,2.142021,4.327064,2.43E-02,3.207201,8.40E-02,0.02426171
14647,2.142942,4.31937,2.55E-02,3.220236,8.27E-02,0.02546999
14649,2.143309,4.311568,2.51E-02,3.243628,8.13E-02,0.02510534
14651,2.14372,4.293009,2.48E-02,3.2664,7.94E-02,0.02476078
14653,2.144175,4.282724,2.47E-02,3.284628,7.69E-02,0.02472483
14655,2.144629,4.277106,2.47E-02,3.267724,7.54E-02,0.02468889
14657,2.145048,4.27533,2.47E-02,3.252786,7.78E-02,0.02465294
14659,2.145359,4.273595,0.024617,3.285353,8.03E-02,0.024617
14661,2.145242,4.261636,2.47E-02,3.48142,8.29E-02,0.02471533
14663,2.145315,4.230098,0.0247637,3.523945,8.37E-02,0.0247637
14665,2.145929,4.208527,2.48E-02,3.411997,8.25E-02,0.02476211
14667,2.143597,4.025321,2.45E-02,3.411156,8.12E-02,0.02454325
14669,2.141883,3.99622,2.44E-02,3.421974,8.05E-02,0.02437381
14671,2.140395,3.990539,2.43E-02,3.436311,8.08E-02,0.02425379
14673,2.137317,3.989664,1.96E-02,3.509884,8.35E-02,0.01961797
14675,2.132637,4.026647,1.60E-02,3.499717,9.62E-02,0.01603451
14677,2.124277,4.083106,1.37E-02,3.523798,9.52E-02,0.01366083
14679,2.11614,4.120814,1.13E-02,3.565369,0.0941176,0.01133473
14681,2.108059,4.139765,9.06E-03,3.559579,0.0930526,0.009056195
14683,2.100035,4.158716,6.78E-03,3.551906,9.20E-02,0.006777664
14685,2.097394,4.152797,6.63E-03,3.540968,0.0906423,0.006626285
14687,2.094771,3.990603,6.47E-03,3.539647,8.93E-02,0.006474906
14689,2.092165,3.944268,6.32E-03,3.530359,0.088245,0.006323527
14691,2.085083,3.962675,6.17E-03,3.52313,9.03E-02,0.006172149
14693,2.078,3.985154,6.02E-03,3.529615,9.23E-02,0.006020769
14695,2.070918,4.003205,5.87E-03,3.539139,9.42E-02,0.005869391
14697,2.063835,4.021257,5.72E-03,3.548662,9.60E-02,0.005718012
14699,2.056753,4.025366,5.57E-03,3.558186,9.77E-02,0.005566633
14701,2.049507,4.022225,5.42E-03,3.497056,9.93E-02,0.005415254
14703,2.042213,4.016498,5.26E-03,3.446817,0.1008366,0.005263876
14705,2.021238,4.008137,5.03E-03,3.435802,9.86E-02,0.005034131
14707,1.986631,4.002003,4.73E-03,3.393467,9.58E-02,0.004726021
14709,1.952024,3.995869,4.42E-03,3.364453,9.25E-02,0.00441791
14711,1.912663,3.993808,3.99E-03,3.322602,8.92E-02,0.003990978
14713,1.87338,3.991739,3.57E-03,3.314671,8.62E-02,0.003569381
14715,1.834177,3.989662,3.15E-03,3.26503,8.23E-02,0.00315312
14717,1.792441,3.984189,3.17E-03,3.274534,8.12E-02,0.003166293
14719,1.750705,3.931923,3.18E-03,3.28494,7.74E-02,0.003179466
14721,1.711397,3.859162,3.51E-03,3.376705,8.33E-02,0.003514141
14723,1.672089,3.943248,3.63E-03,3.412899,8.38E-02,0.003625226
14725,1.578938,3.992069,3.63E-03,3.366803,8.40E-02,0.003625226
14727,1.549528,3.99115,3.69E-03,3.348987,8.29E-02,0.003694609
14729,1.483218,4.005026,3.76E-03,3.364128,8.24E-02,0.003763993
14731,1.416909,4.018787,3.83E-03,3.373001,8.25E-02,0.003833376
14733,1.352806,4.028955,3.89E-03,3.378976,8.10E-02,0.003890142
14735,1.269222,4.034518,3.95E-03,3.38462,7.97E-02,0.003946908
14737,1.186825,4.03718,4.00E-03,3.351864,0.0782303,0.004003674
14739,1.121291,4.038081,4.12E-03,3.325541,0.0768601,0.004118679
14741,1.100446,4.0779,4.36E-03,3.362898,7.63E-02,0.004359536
14743,1.079849,4.055964,4.50E-03,3.362942,7.54E-02,0.004499787
14745,1.059185,4.068894,4.55E-03,3.367228,7.45E-02,0.004545318
14747,1.038521,4.087735,4.59E-03,3.360865,7.40E-02,0.00459085
14749,1.007381,4.10131,4.64E-03,3.287737,7.36E-02,0.004636381
14751,0.9640152,4.137335,6.54E-03,3.283933,7.42E-02,0.006536447
14753,1.008662,4.182478,8.44E-03,3.294438,7.55E-02,0.008436514
14755,1.093844,4.217941,1.03E-02,3.303182,7.74E-02,0.01033658
14757,1.101433,4.234023,0.012331,3.368629,0.0798704,0.012331
14759,1.111235,4.235456,0.0161157,3.419947,8.23E-02,0.0161157
14761,1.12325,4.237474,2.17E-02,3.456481,8.48E-02,0.02169068
14763,1.132844,4.249237,2.34E-02,3.487027,8.59E-02,0.02344756
14765,1.138287,4.249744,2.58E-02,3.515366,8.68E-02,0.02579327
14767,1.139577,4.244267,2.87E-02,3.522575,0.0874783,0.02872783
14769,1.140867,4.23879,3.07E-02,3.538727,0.0881241,0.03073219
14771,1.145615,4.226941,3.38E-02,3.566749,8.90E-02,0.03377522
14773,1.13805,4.20391,3.40E-02,3.572938,8.82E-02,0.03400826
14775,1.138405,4.174117,3.46E-02,3.51141,9.81E-02,0.03460626
14777,1.138761,4.144736,3.49E-02,3.474115,9.52E-02,0.03492228
14779,1.139116,4.109731,3.50E-02,3.465423,0.0977271,0.03495847
14781,1.141705,4.07178,3.50E-02,3.457076,0.1002488,0.03499467
14783,1.178576,4.023008,3.50E-02,3.476254,0.1090771,0.03502088
14785,1.247665,3.976768,3.50E-02,3.474439,0.1140508,0.03503713
14787,1.346979,3.966987,3.51E-02,3.439894,0.1172315,0.03505338
14789,1.47637,4.02595,3.56E-02,3.43525,0.1178603,0.03559328
14791,1.598985,4.027371,3.53E-02,3.450641,0.1056362,0.03530122
14793,1.626647,4.298789,3.44E-02,3.490516,0.1020493,0.03442218
14795,1.654309,4.328902,0.0334079,3.438143,0.1050914,0.0334079
14797,1.701719,4.334976,3.19E-02,3.379294,0.1048704,0.03190243
14799,1.761562,4.332631,0.0299099,3.373236,0.11365,0.0299099
14801,1.824279,4.325948,2.97E-02,3.477833,0.1197461,0.02968077
14803,1.889878,4.308418,2.55E-02,3.44886,0.1167837,0.02550655
14805,1.936507,4.267012,2.09E-02,3.387287,0.1131662,0.02090613
14807,1.980968,4.238451,2.03E-02,3.481799,0.1152087,0.02029926
14809,2.023263,4.215797,1.96E-02,3.479583,0.1164167,0.01959231
14811,2.037519,4.191384,1.86E-02,3.482082,0.1176143,0.01859209
14813,2.051775,4.172404,1.74E-02,3.434755,0.1035977,0.01738438
14815,2.066031,4.222865,1.65E-02,3.402914,0.1005963,0.01649318
14817,2.080287,4.242586,0.0156061,3.433615,9.76E-02,0.0156061
